Region,Incident_Date,Year,Reported_Month,Number_Dead,Minimum_Estimated_Number_of_Missing,Total Number_of_Dead_and_Missing,Number_of_Survivors,Number_of_Females,Number_of_Males,Number_of_Children,Cause_of_Death
Central America,"Fri, 05/20/2022 - 12:00",2022,May,1.0,0.0,1,0.0,1.0,0.0,0.0,Drowning
North America,"Thu, 05/05/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Thu, 05/26/2022 - 12:00",2022,May,0.0,1.0,1,0.0,0.0,1.0,0.0,Drowning
Northern Africa,"Sat, 06/04/2022 - 12:00",2022,June,2.0,0.0,2,0.0,0.0,2.0,0.0,Vehicle accident / death linked to hazardous transport
North America,"Tue, 05/31/2022 - 12:00",2022,May,1.0,0.0,1,1.0,0.0,1.0,0.0,Drowning
North America,"Tue, 05/24/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Central America,"Sat, 05/21/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
South America,"Fri, 05/20/2022 - 12:00",2022,May,8.0,0.0,8,0.0,2.0,2.0,4.0,Accidental death
Central America,"Thu, 06/02/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,1.0,Sickness / lack of access to adequate healthcare
Central America,"Wed, 06/01/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Central America,"Sat, 06/04/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Mon, 05/30/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Fri, 06/03/2022 - 12:00",2022,June,1.0,0.0,1,20.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Central America,"Fri, 03/04/2022 - 12:00",2022,March,1.0,0.0,1,0.0,1.0,0.0,0.0,Sickness / lack of access to adequate healthcare
Eastern Africa,"Tue, 05/24/2022 - 12:00",2022,May,1.0,0.0,1,0.0,1.0,0.0,0.0,Drowning
Eastern Africa,"Mon, 05/30/2022 - 12:00",2022,May,1.0,0.0,1,0.0,1.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Eastern Africa,"Mon, 05/30/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Eastern Africa,"Mon, 05/30/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Eastern Africa,"Tue, 05/17/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
Eastern Africa,"Tue, 05/24/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Mediterranean,"Sat, 06/11/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Fri, 06/10/2022 - 12:00",2022,June,3.0,0.0,3,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Sun, 06/12/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Thu, 06/09/2022 - 12:00",2022,June,1.0,2.0,3,5.0,0.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Europe,"Sun, 06/12/2022 - 12:00",2022,June,1.0,0.0,1,16.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Mediterranean,"Wed, 06/08/2022 - 12:00",2022,June,0.0,13.0,13,14.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Mediterranean,"Wed, 06/08/2022 - 12:00",2022,June,0.0,2.0,2,0.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Mediterranean,"Wed, 06/08/2022 - 12:00",2022,June,0.0,3.0,3,0.0,1.0,0.0,2.0,Vehicle accident / death linked to hazardous transport
Central America,"Sat, 06/11/2022 - 12:00",2022,June,1.0,0.0,1,9.0,0.0,0.0,1.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Mediterranean,"Sat, 06/11/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Western Asia,"Mon, 06/13/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Western Asia,"Thu, 06/09/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Caribbean,"Wed, 03/02/2022 - 12:00",2022,March,0.0,7.0,7,0.0,4.0,0.0,1.0,Drowning
Northern Africa,"Thu, 01/06/2022 - 12:00",2022,January,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Europe,"Thu, 06/16/2022 - 12:00",2022,June,1.0,0.0,1,4.0,0.0,1.0,0.0,Violence
Northern Africa,"Tue, 03/01/2022 - 12:00",2022,March,1.0,0.0,1,13.0,0.0,1.0,0.0,Violence
Northern Africa,"Sun, 03/20/2022 - 12:00",2022,March,2.0,0.0,2,0.0,0.0,2.0,0.0,Violence
Northern Africa,"Wed, 04/06/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Europe,"Mon, 03/28/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Europe,"Tue, 05/24/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Tue, 06/14/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Northern Africa,"Wed, 06/15/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
Northern Africa,"Mon, 06/13/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
Mediterranean,"Tue, 06/14/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Fri, 06/17/2022 - 12:00",2022,June,2.0,0.0,2,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Fri, 06/17/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Sat, 06/18/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
North America,"Mon, 01/03/2022 - 12:00",2022,January,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Mon, 01/03/2022 - 12:00",2022,January,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Tue, 01/04/2022 - 12:00",2022,January,1.0,0.0,1,0.0,1.0,0.0,0.0,Mixed or unknown
North America,"Wed, 01/05/2022 - 12:00",2022,January,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Thu, 01/06/2022 - 12:00",2022,January,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Fri, 01/07/2022 - 12:00",2022,January,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Sun, 01/09/2022 - 12:00",2022,January,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Tue, 01/11/2022 - 12:00",2022,January,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Tue, 01/11/2022 - 12:00",2022,January,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Sun, 01/16/2022 - 12:00",2022,January,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Fri, 01/21/2022 - 12:00",2022,January,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Sun, 01/23/2022 - 12:00",2022,January,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Sun, 01/23/2022 - 12:00",2022,January,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
North America,"Mon, 01/24/2022 - 12:00",2022,January,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Mon, 01/31/2022 - 12:00",2022,January,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Sun, 02/06/2022 - 12:00",2022,February,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Wed, 02/02/2022 - 12:00",2022,February,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Sat, 02/05/2022 - 12:00",2022,February,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Mon, 02/14/2022 - 12:00",2022,February,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Sat, 02/19/2022 - 12:00",2022,February,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Sat, 02/19/2022 - 12:00",2022,February,1.0,0.0,1,0.0,1.0,0.0,0.0,Mixed or unknown
North America,"Sat, 02/19/2022 - 12:00",2022,February,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
North America,"Mon, 02/21/2022 - 12:00",2022,February,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Wed, 02/23/2022 - 12:00",2022,February,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Fri, 02/25/2022 - 12:00",2022,February,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Tue, 03/01/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Mon, 03/07/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Mon, 03/07/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
North America,"Wed, 03/09/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Wed, 03/09/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Wed, 03/09/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Sun, 03/13/2022 - 12:00",2022,March,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Tue, 03/15/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Thu, 03/17/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Tue, 03/22/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Tue, 03/22/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Tue, 03/22/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Tue, 03/22/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Sat, 03/26/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Sun, 03/27/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Mon, 03/28/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Mon, 03/21/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Thu, 03/31/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Mon, 04/04/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Tue, 04/05/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Wed, 04/06/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Tue, 04/12/2022 - 12:00",2022,April,1.0,0.0,1,0.0,1.0,0.0,0.0,Accidental death
North America,"Wed, 04/20/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Fri, 04/22/2022 - 12:00",2022,April,1.0,0.0,1,0.0,1.0,0.0,0.0,Mixed or unknown
North America,"Fri, 04/22/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Sat, 04/23/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
North America,"Sat, 04/23/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Tue, 04/26/2022 - 12:00",2022,April,1.0,0.0,1,0.0,1.0,0.0,0.0,Mixed or unknown
North America,"Wed, 04/27/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Fri, 04/29/2022 - 12:00",2022,April,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Mon, 05/02/2022 - 12:00",2022,May,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Wed, 03/09/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Tue, 05/10/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Thu, 05/12/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Fri, 05/13/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Thu, 05/12/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Sat, 05/21/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Tue, 05/24/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
North America,"Tue, 05/24/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Fri, 05/27/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Sat, 05/28/2022 - 12:00",2022,May,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Tue, 05/31/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Tue, 05/31/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Tue, 05/31/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Fri, 06/03/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Wed, 06/01/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Thu, 06/02/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Wed, 06/01/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
North America,"Mon, 06/06/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Mon, 06/06/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Mon, 06/06/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Fri, 06/10/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Mon, 05/30/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Central America,"Thu, 06/02/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Fri, 06/03/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,1.0,Drowning
Caribbean,"Sun, 06/05/2022 - 12:00",2022,June,2.0,0.0,2,0.0,0.0,2.0,0.0,Drowning
North America,"Mon, 06/06/2022 - 12:00",2022,June,1.0,0.0,1,0.0,1.0,0.0,1.0,Drowning
Central America,"Wed, 06/08/2022 - 12:00",2022,June,1.0,1.0,2,0.0,2.0,0.0,0.0,Sickness / lack of access to adequate healthcare
South America,"Fri, 06/10/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
North America,"Sat, 06/11/2022 - 12:00",2022,June,2.0,0.0,2,0.0,0.0,2.0,0.0,Drowning
North America,"Mon, 06/13/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
North America,"Tue, 06/14/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Tue, 06/14/2022 - 12:00",2022,June,0.0,1.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Sun, 06/19/2022 - 12:00",2022,June,2.0,0.0,2,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Sun, 06/19/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
North America,"Sun, 06/19/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
North America,"Sun, 06/19/2022 - 12:00",2022,June,1.0,0.0,1,0.0,1.0,0.0,0.0,Drowning
Central America,"Mon, 06/20/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Wed, 06/22/2022 - 12:00",2022,June,3.0,0.0,3,11.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
South-eastern Asia,"Thu, 06/16/2022 - 12:00",2022,June,0.0,7.0,7,23.0,0.0,0.0,0.0,Drowning
North America,"Sun, 06/12/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Sun, 06/12/2022 - 12:00",2022,June,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Europe,"Sat, 06/18/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
North America,"Sat, 06/18/2022 - 12:00",2022,June,1.0,0.0,1,1.0,0.0,1.0,0.0,Accidental death
Mediterranean,"Thu, 06/23/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Sat, 06/25/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Mon, 06/27/2022 - 12:00",2022,June,2.0,0.0,2,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Fri, 06/24/2022 - 12:00",2022,June,18.0,0.0,18,0.0,0.0,0.0,0.0,Mixed or unknown
Mediterranean,"Sat, 06/25/2022 - 12:00",2022,June,5.0,0.0,5,0.0,0.0,0.0,0.0,Mixed or unknown
Mediterranean,"Mon, 06/27/2022 - 12:00",2022,June,1.0,17.0,18,71.0,5.0,13.0,3.0,Drowning
Mediterranean,"Mon, 06/27/2022 - 12:00",2022,June,0.0,6.0,6,0.0,1.0,5.0,3.0,Drowning
Mediterranean,"Mon, 06/27/2022 - 12:00",2022,June,0.0,2.0,2,0.0,1.0,1.0,1.0,Drowning
Mediterranean,"Mon, 06/27/2022 - 12:00",2022,June,0.0,1.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Mon, 06/27/2022 - 12:00",2022,June,0.0,3.0,3,0.0,1.0,1.0,1.0,Drowning
North America,"Mon, 06/27/2022 - 12:00",2022,June,26.0,0.0,26,0.0,3.0,23.0,3.0,Vehicle accident / death linked to hazardous transport
North America,"Mon, 06/27/2022 - 12:00",2022,June,21.0,0.0,21,0.0,6.0,15.0,3.0,Vehicle accident / death linked to hazardous transport
North America,"Mon, 06/27/2022 - 12:00",2022,June,6.0,0.0,6,0.0,4.0,2.0,0.0,Vehicle accident / death linked to hazardous transport
Western Africa,"Mon, 06/27/2022 - 12:00",2022,June,1.0,14.0,15,92.0,0.0,0.0,0.0,Mixed or unknown
Mediterranean,"Wed, 06/29/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Thu, 06/30/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Fri, 07/01/2022 - 12:00",2022,July,0.0,10.0,10,81.0,1.0,9.0,0.0,Drowning
Mediterranean,"Fri, 07/01/2022 - 12:00",2022,July,0.0,3.0,3,0.0,0.0,3.0,0.0,Drowning
Mediterranean,"Fri, 07/01/2022 - 12:00",2022,July,0.0,1.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Fri, 07/01/2022 - 12:00",2022,July,0.0,1.0,1,0.0,0.0,0.0,1.0,Drowning
Northern Africa,"Wed, 06/29/2022 - 12:00",2022,June,18.0,0.0,18,0.0,0.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Northern Africa,"Wed, 06/29/2022 - 12:00",2022,June,2.0,0.0,2,0.0,0.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Mediterranean,"Thu, 06/30/2022 - 12:00",2022,June,3.0,3.0,6,11.0,2.0,1.0,0.0,Drowning
Europe,"Wed, 06/29/2022 - 12:00",2022,June,2.0,0.0,2,0.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Central America,"Fri, 07/01/2022 - 12:00",2022,July,1.0,0.0,1,1.0,1.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Mediterranean,"Fri, 07/01/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Fri, 07/01/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Sat, 07/02/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Fri, 07/01/2022 - 12:00",2022,July,0.0,22.0,22,61.0,0.0,0.0,3.0,Mixed or unknown
Mediterranean,"Sun, 07/03/2022 - 12:00",2022,July,2.0,0.0,2,18.0,0.0,0.0,2.0,Drowning
Mediterranean,"Sun, 07/03/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Sun, 07/03/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Mon, 07/04/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
North America,"Fri, 06/10/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
North America,"Thu, 06/30/2022 - 12:00",2022,June,2.0,0.0,2,2.0,0.0,2.0,0.0,Vehicle accident / death linked to hazardous transport
North America,"Thu, 06/30/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
North America,"Thu, 06/30/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
North America,"Wed, 06/29/2022 - 12:00",2022,June,2.0,0.0,2,2.0,0.0,2.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Sat, 07/02/2022 - 12:00",2022,July,1.0,0.0,1,1.0,1.0,0.0,0.0,Sickness / lack of access to adequate healthcare
Europe,"Sat, 07/02/2022 - 12:00",2022,July,1.0,0.0,1,7.0,0.0,0.0,0.0,Violence
North America,"Thu, 06/09/2022 - 12:00",2022,June,1.0,0.0,1,3.0,0.0,1.0,0.0,Drowning
Western Asia,"Sun, 07/03/2022 - 12:00",2022,July,1.0,0.0,1,39.0,0.0,0.0,1.0,Violence
Eastern Africa,"Tue, 06/07/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Eastern Africa,"Wed, 06/22/2022 - 12:00",2022,June,1.0,0.0,1,0.0,1.0,0.0,0.0,Sickness / lack of access to adequate healthcare
North America,"Sun, 06/12/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Mon, 06/13/2022 - 12:00",2022,June,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Mon, 06/13/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Wed, 06/15/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Wed, 06/15/2022 - 12:00",2022,June,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Fri, 06/17/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Fri, 06/17/2022 - 12:00",2022,June,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Sat, 06/18/2022 - 12:00",2022,June,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Sat, 06/18/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Tue, 06/21/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Wed, 06/22/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Wed, 06/22/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Wed, 06/22/2022 - 12:00",2022,June,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Sun, 06/26/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Wed, 06/29/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Wed, 06/29/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Thu, 06/30/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
